idx	chrom	start	end	K562	HepG2	GM12878	HSC	Liver	NaiveB
1013	chr10	86382930	86514002	True	True	True	False	True	True
1014	chr10	86686028	86817100	True	True	True	True	True	True
1015	chr10	86989126	87120198	True	True	True	True	True	True
1016	chr10	87292224	87423296	True	True	True	False	True	True
1017	chr10	87595322	87726394	False	True	True	True	True	True
1018	chr10	87898420	88029492	False	False	True	True	True	True
1019	chr10	88201518	88332590	False	False	True	True	True	True
1020	chr10	88504616	88635688	False	True	True	True	True	True
1021	chr10	88807714	88938786	False	True	True	True	True	True
1022	chr10	89110812	89241884	False	True	True	True	True	True
1023	chr10	89413910	89544982	False	True	True	True	True	True
1024	chr10	89717008	89848080	False	True	True	False	True	True
1025	chr10	90020106	90151178	False	False	True	False	False	True
1026	chr10	90323204	90454276	False	False	True	False	False	False
1027	chr10	90626302	90757374	False	True	True	False	False	False
1028	chr10	90929400	91060472	False	True	True	True	True	True
1029	chr10	91232498	91363570	False	True	True	True	True	True
1030	chr10	91535596	91666668	True	True	False	True	True	False
1031	chr10	91838694	91969766	True	True	True	True	True	True
1032	chr10	92141792	92272864	True	True	True	True	True	True
1033	chr10	92444890	92575962	True	True	True	True	True	True
1034	chr10	92747988	92879060	True	True	True	True	True	True
1035	chr10	93051086	93182158	True	True	True	True	True	True
1036	chr10	93354184	93485256	False	True	True	True	True	True
1037	chr10	93657282	93788354	True	True	True	True	True	True
1038	chr10	93960380	94091452	False	True	False	False	True	False
1039	chr10	94263478	94394550	True	True	True	False	True	True
1040	chr10	94566576	94697648	False	True	True	False	True	False
1041	chr10	94869674	95000746	False	True	False	False	True	False
1042	chr10	95172772	95303844	True	True	True	True	True	True
1043	chr10	95475870	95606942	True	True	True	True	True	True
1044	chr10	95778968	95910040	True	True	True	True	True	True
1045	chr10	96082066	96213138	True	True	True	True	True	True
1046	chr10	96688262	96819334	False	True	True	True	True	True
1047	chr10	96991360	97122432	False	True	True	True	True	True
1048	chr10	97294458	97425530	True	True	True	True	True	True
1049	chr10	97597556	97728628	True	True	True	True	True	True
1050	chr10	97900654	98031726	False	True	True	True	True	False
1051	chr10	98203752	98334824	True	True	False	True	True	True
1052	chr10	98506850	98637922	False	False	False	True	False	False
1053	chr10	98809948	98941020	True	False	False	True	False	False
1054	chr10	99113046	99244118	False	False	False	False	False	True
1055	chr10	99416144	99547216	True	True	True	True	True	True
1056	chr10	99719242	99850314	True	True	True	False	True	True
1057	chr10	100022340	100153412	False	True	True	False	True	True
1058	chr10	100325438	100456510	True	True	True	True	True	True
1059	chr10	100628536	100759608	True	True	True	True	True	True
1060	chr10	100931634	101062706	True	True	True	True	True	True
1061	chr10	101234732	101365804	True	True	True	True	True	True
1062	chr10	101537830	101668902	True	True	True	True	True	True
1063	chr10	101840928	101972000	True	True	True	True	True	True
1064	chr10	102144026	102275098	True	True	True	True	True	True
1065	chr10	102447124	102578196	True	True	True	True	True	True
1066	chr10	102750222	102881294	True	True	True	True	True	True
1067	chr10	103053320	103184392	False	True	True	True	True	True
1068	chr10	103356418	103487490	True	True	True	True	True	True
1069	chr10	103659516	103790588	True	True	True	True	True	True
1070	chr10	103962614	104093686	True	True	True	True	True	True
1071	chr10	104265712	104396784	True	True	True	True	True	True
1072	chr10	104568810	104699882	False	True	True	False	True	False
1073	chr10	104871908	105002980	False	False	True	True	False	False
1074	chr10	105175006	105306078	False	False	False	False	False	False
1075	chr10	105478104	105609176	False	False	False	False	False	False
1076	chr10	105781202	105912274	False	False	True	False	True	True
1077	chr10	106084300	106215372	False	False	False	False	False	False
1078	chr10	106387398	106518470	False	False	False	False	False	False
1079	chr10	106690496	106821568	False	False	True	False	False	False
1080	chr10	106993594	107124666	True	True	False	False	True	False
1081	chr10	107296692	107427764	False	False	True	False	False	True
1082	chr10	107599790	107730862	False	False	True	False	False	True
1083	chr10	107902888	108033960	False	True	True	False	False	False
1084	chr10	108205986	108337058	False	False	True	False	False	False
1085	chr10	108509084	108640156	False	False	True	False	True	True
1086	chr10	108812182	108943254	False	True	True	False	True	True
1087	chr10	109115280	109246352	False	False	False	False	False	False
1088	chr10	109418378	109549450	False	False	False	False	False	False
1089	chr10	109721476	109852548	False	True	False	True	True	False
1090	chr10	110024574	110155646	True	True	True	True	True	True
1091	chr10	110327672	110458744	True	True	True	True	True	True
1092	chr10	110630770	110761842	True	True	True	True	True	True
1093	chr10	110933868	111064940	False	False	True	False	False	True
1094	chr10	111236966	111368038	False	True	True	False	False	False
1095	chr10	111540064	111671136	False	False	True	False	True	False
1096	chr10	111843162	111974234	False	False	False	False	False	False
1097	chr10	112146260	112277332	True	True	True	True	True	True
1098	chr10	112449358	112580430	False	True	True	True	True	False
1099	chr10	112752456	112883528	False	True	True	True	True	False
1100	chr10	113055554	113186626	True	True	False	True	True	True
1101	chr10	113358652	113489724	False	True	True	True	True	True
1102	chr10	113661750	113792822	True	True	True	True	True	True
1103	chr10	113964848	114095920	True	True	True	True	True	True
1104	chr10	114267946	114399018	False	True	True	True	True	True
1105	chr10	114571044	114702116	False	True	False	True	True	True
1106	chr10	114874142	115005214	True	True	True	True	True	True
1107	chr10	115177240	115308312	False	False	False	False	False	False
1108	chr10	115480338	115611410	False	False	False	False	False	False
1109	chr10	115783436	115914508	False	False	True	True	True	False
1110	chr10	116086534	116217606	False	False	False	True	True	False
1111	chr10	116389632	116520704	False	True	True	False	True	False
1112	chr10	116692730	116823802	True	True	True	True	True	False
1113	chr10	116995828	117126900	True	True	True	True	True	False
1114	chr10	117298926	117429998	True	True	True	True	True	True
1115	chr10	117602024	117733096	False	True	True	True	False	False
1116	chr10	117905122	118036194	True	False	True	False	False	False
1117	chr10	118208220	118339292	False	True	False	True	False	False
1118	chr10	118511318	118642390	False	True	True	True	True	False
1119	chr10	118814416	118945488	False	True	False	True	True	False
1120	chr10	119117514	119248586	True	True	True	True	True	True
1121	chr10	119420612	119551684	True	True	True	True	True	True
1122	chr10	119723710	119854782	True	True	True	True	True	True
1123	chr10	120026808	120157880	True	False	True	False	False	False
1124	chr10	120329906	120460978	False	True	True	False	True	False
1125	chr10	120633004	120764076	False	False	False	True	False	False
1126	chr10	120936102	121067174	False	True	True	True	True	True
1127	chr10	121239200	121370272	False	True	True	True	True	False
1128	chr10	121542298	121673370	True	True	True	True	True	False
1129	chr10	121845396	121976468	True	True	True	True	True	True
1130	chr10	122148494	122279566	False	True	True	True	True	False
1131	chr10	122451592	122582664	False	True	False	True	True	False
1132	chr10	122754690	122885762	True	True	True	False	True	True
1133	chr10	123057788	123188860	True	True	True	True	True	True
1134	chr10	123360886	123491958	False	True	True	False	True	True
1135	chr10	123663984	123795056	False	False	False	False	False	False
1136	chr10	123967082	124098154	False	True	True	True	True	True
1137	chr10	124270180	124401252	True	True	True	True	True	True
1138	chr10	124573278	124704350	True	True	True	True	True	True
1139	chr10	124876376	125007448	True	True	True	True	True	True
1140	chr10	125179474	125310546	False	False	True	False	False	False
1141	chr10	125482572	125613644	False	True	False	False	False	False
1142	chr10	125785670	125916742	True	True	True	False	True	True
1143	chr10	126088768	126219840	True	False	False	True	False	True
1144	chr10	126391866	126522938	False	True	False	True	False	False
1145	chr10	126694964	126826036	False	True	False	True	True	False
1146	chr10	127301160	127432232	False	True	True	False	True	False
1147	chr10	127604258	127735330	False	False	False	False	False	False
1148	chr10	127907356	128038428	False	True	True	True	True	True
1149	chr10	128210454	128341526	True	True	True	True	True	True
1150	chr10	128513552	128644624	True	False	False	True	True	False
1151	chr10	128816650	128947722	False	True	False	False	True	False
1152	chr10	129119748	129250820	False	False	False	True	False	False
1153	chr10	129422846	129553918	False	True	True	False	True	True
1154	chr10	129725944	129857016	False	False	False	False	True	False
1155	chr10	130029042	130160114	True	True	True	False	True	True
1156	chr10	130332140	130463212	False	False	False	False	False	False
1157	chr10	130635238	130766310	False	False	False	False	False	False
1158	chr10	130938336	131069408	False	False	False	False	False	False
1159	chr10	131241434	131372506	False	False	False	True	False	False
1160	chr10	131544532	131675604	False	False	True	False	True	False
1161	chr10	131847630	131978702	True	True	True	True	True	True
1162	chr10	132150728	132281800	True	True	True	True	True	True
1163	chr10	132453826	132584898	True	True	True	True	True	True
1164	chr10	132756924	132887996	False	True	False	False	False	False
1165	chr10	133060022	133191094	True	True	False	True	True	True
1166	chr10	133363120	133494192	True	True	True	True	True	True
1167	chr11	303270	434342	True	True	True	True	True	True
1168	chr11	606540	737612	True	True	True	True	True	True
1169	chr11	1213080	1344152	True	True	True	True	True	True
1170	chr11	1516350	1647422	True	True	True	True	True	True
1171	chr11	1819620	1950692	True	True	True	True	True	True
1172	chr11	2122890	2253962	False	True	True	True	True	True
1173	chr11	2426160	2557232	True	True	True	True	True	True
1174	chr11	2729430	2860502	True	True	True	True	True	True
1175	chr11	3032700	3163772	True	True	True	True	True	True
1176	chr11	3335970	3467042	True	True	True	False	True	True
1177	chr11	3942510	4073582	False	True	True	True	True	True
1178	chr11	4245780	4376852	False	False	False	False	False	False
1179	chr11	4549050	4680122	True	True	True	False	True	True
1180	chr11	4852320	4983392	True	True	False	False	False	False
1181	chr11	5155590	5286662	True	False	False	True	True	False
1182	chr11	5458860	5589932	False	True	True	True	True	False
1183	chr11	5762130	5893202	False	True	True	False	True	True
1184	chr11	6065400	6196472	False	False	False	False	False	False
1185	chr11	6368670	6499742	True	True	True	True	True	True
1186	chr11	6671940	6803012	True	True	True	True	True	True
1187	chr11	6975210	7106282	False	True	False	False	True	False
1188	chr11	7278480	7409552	False	True	True	False	True	True
1189	chr11	7581750	7712822	False	True	True	True	True	True
1190	chr11	7885020	8016092	True	True	True	True	True	True
1191	chr11	8188290	8319362	False	True	True	True	True	True
1192	chr11	8491560	8622632	False	True	True	True	False	True
1193	chr11	8794830	8925902	True	True	True	True	True	True
1194	chr11	9098100	9229172	True	True	True	True	True	True
1195	chr11	9401370	9532442	True	True	True	False	True	True
1196	chr11	9704640	9835712	True	True	True	True	True	True
1197	chr11	10007910	10138982	False	True	False	False	False	False
1198	chr11	10311180	10442252	True	True	True	True	True	True
1199	chr11	10614450	10745522	True	True	True	True	True	True
1200	chr11	10917720	11048792	True	True	True	True	True	True
1201	chr11	11220990	11352062	False	False	True	False	True	True
1202	chr11	11524260	11655332	True	True	True	True	True	True
1203	chr11	11827530	11958602	True	True	True	True	True	True
1204	chr11	12130800	12261872	True	True	True	True	True	False
1205	chr11	12434070	12565142	False	True	False	False	False	False
1206	chr11	12737340	12868412	True	True	False	True	True	False
1207	chr11	13040610	13171682	True	True	True	True	True	False
1208	chr11	13343880	13474952	True	True	True	True	True	True
1209	chr11	13647150	13778222	True	False	True	True	True	True
1210	chr11	13950420	14081492	False	True	False	True	True	True
1211	chr11	14253690	14384762	True	True	True	True	True	True
1212	chr11	14556960	14688032	True	True	True	True	True	True
1213	chr11	14860230	14991302	True	True	True	True	True	True
1214	chr11	15163500	15294572	False	True	True	True	True	True
1215	chr11	15466770	15597842	False	False	True	True	True	False
1216	chr11	15770040	15901112	False	False	False	True	True	False
1217	chr11	16073310	16204382	False	True	False	True	True	False
1218	chr11	16376580	16507652	False	False	False	True	False	False
1219	chr11	16679850	16810922	True	True	True	True	True	True
1220	chr11	16983120	17114192	True	True	True	True	True	True
1221	chr11	17286390	17417462	True	True	True	True	True	True
1222	chr11	17589660	17720732	False	True	True	True	True	False
1223	chr11	17892930	18024002	True	True	True	True	True	True
1224	chr11	18196200	18327272	True	True	True	True	True	True
1225	chr11	18499470	18630542	True	True	True	True	True	True
1226	chr11	18802740	18933812	False	False	True	False	False	False
1227	chr11	19106010	19237082	True	True	True	True	True	True
1228	chr11	19409280	19540352	True	True	True	True	True	False
1229	chr11	19712550	19843622	True	True	True	True	True	True
1230	chr11	20015820	20146892	True	True	True	True	True	True
1231	chr11	20319090	20450162	True	True	True	True	True	True
1232	chr11	20622360	20753432	False	False	False	False	False	False
1233	chr11	20925630	21056702	False	False	False	False	False	False
1234	chr11	21228900	21359972	False	False	False	False	False	False
1235	chr11	21532170	21663242	False	False	True	False	False	True
1236	chr11	21835440	21966512	False	True	False	False	True	False
1237	chr11	22138710	22269782	False	True	True	False	True	False
1238	chr11	22441980	22573052	False	False	True	False	False	False
1239	chr11	23048520	23179592	False	True	True	False	True	False
1240	chr11	23351790	23482862	False	False	False	False	False	False
1241	chr11	23655060	23786132	False	False	False	False	False	False
1242	chr11	23958330	24089402	False	False	False	False	False	False
1243	chr11	24261600	24392672	False	False	False	False	False	False
1244	chr11	24564870	24695942	False	False	False	True	False	False
1245	chr11	24868140	24999212	False	False	False	False	False	False
1246	chr11	25171410	25302482	False	False	False	False	False	False
1247	chr11	25474680	25605752	False	False	False	False	False	False
1248	chr11	25777950	25909022	False	False	False	False	False	False
1249	chr11	26081220	26212292	False	False	True	False	True	True
1250	chr11	26384490	26515562	False	False	True	False	False	False
1251	chr11	26687760	26818832	False	True	True	False	True	False
1252	chr11	26991030	27122102	False	True	False	True	True	False
1253	chr11	27294300	27425372	True	True	True	True	True	True
1254	chr11	27597570	27728642	False	True	True	True	True	False
1255	chr11	27900840	28031912	False	False	True	False	False	False
1256	chr11	28507380	28638452	False	False	False	True	False	False
1257	chr11	28810650	28941722	False	True	False	False	True	False
1258	chr11	29113920	29244992	False	False	True	False	False	False
1259	chr11	29417190	29548262	False	False	False	True	False	False
1260	chr11	29720460	29851532	False	False	False	False	True	False
1261	chr11	30023730	30154802	False	False	False	False	True	False
1262	chr11	30327000	30458072	False	False	True	True	False	True
1263	chr11	30630270	30761342	False	False	False	True	False	False
1264	chr11	30933540	31064612	False	True	False	False	True	False
1265	chr11	31236810	31367882	False	False	False	True	False	False
1266	chr11	31540080	31671152	False	False	True	False	False	False
1267	chr11	31843350	31974422	False	True	True	True	True	False
1268	chr11	32146620	32277692	False	True	True	True	True	False
1269	chr11	32449890	32580962	True	True	True	True	False	False
1270	chr11	32753160	32884232	False	True	True	True	True	True
1271	chr11	33056430	33187502	True	True	True	True	True	True
1272	chr11	33359700	33490772	False	False	True	False	True	True
1273	chr11	33662970	33794042	True	True	True	True	True	True
1274	chr11	33966240	34097312	True	True	True	True	True	True
1275	chr11	34269510	34400582	True	True	True	True	True	True
1276	chr11	34572780	34703852	True	True	True	True	True	True
1277	chr11	34876050	35007122	True	True	True	True	True	True
1278	chr11	35179320	35310392	False	True	True	True	True	True
1279	chr11	35482590	35613662	False	True	True	False	True	True
1280	chr11	35785860	35916932	True	True	True	True	True	True
1281	chr11	36089130	36220202	True	False	True	True	True	False
1282	chr11	36392400	36523472	True	True	True	True	True	True
1283	chr11	36695670	36826742	True	True	True	True	True	True
1284	chr11	36998940	37130012	False	False	False	False	False	False
1285	chr11	37302210	37433282	False	False	False	False	False	False
1286	chr11	37605480	37736552	False	False	False	False	False	False
1287	chr11	37908750	38039822	False	False	False	False	False	False
1288	chr11	38212020	38343092	False	False	False	False	False	False
1289	chr11	38515290	38646362	True	False	False	False	False	False
1290	chr11	38818560	38949632	False	False	False	False	False	False
1291	chr11	39121830	39252902	False	False	False	False	False	False
1292	chr11	39425100	39556172	False	False	False	False	False	False
1293	chr11	39728370	39859442	False	False	False	False	True	False
1294	chr11	40031640	40162712	False	False	False	False	False	False
1295	chr11	40334910	40465982	False	False	False	False	True	False
1296	chr11	40638180	40769252	False	False	True	False	True	False
1297	chr11	40941450	41072522	False	False	False	False	False	False
1298	chr11	41244720	41375792	False	False	True	False	False	False
1299	chr11	41547990	41679062	False	False	False	False	False	False
1300	chr11	41851260	41982332	False	False	True	False	False	False
1301	chr11	42154530	42285602	False	True	False	False	True	False
1302	chr11	42457800	42588872	False	True	True	False	False	False
1303	chr11	42761070	42892142	False	False	True	False	False	False
1304	chr11	43064340	43195412	False	False	True	False	False	False
1305	chr11	43367610	43498682	False	False	False	False	True	True
1306	chr11	43670880	43801952	True	True	True	False	True	True
1307	chr11	43974150	44105222	True	True	True	True	True	True
1308	chr11	44277420	44408492	True	True	True	True	True	True
1309	chr11	44580690	44711762	False	True	True	True	True	True
1310	chr11	44883960	45015032	True	True	True	True	True	True
1311	chr11	45187230	45318302	False	True	True	True	True	True
1312	chr11	45490500	45621572	False	True	False	True	False	False
1313	chr11	45793770	45924842	True	True	True	True	True	True
1314	chr11	46097040	46228112	True	True	True	True	True	True
1315	chr11	46400310	46531382	False	True	True	False	True	True
1316	chr11	46703580	46834652	True	True	True	True	True	True
1317	chr11	47006850	47137922	True	True	True	False	False	False
1318	chr11	47310120	47441192	True	True	True	True	True	True
1319	chr11	47613390	47744462	True	True	True	True	True	True
1320	chr11	47916660	48047732	True	True	True	True	True	True
1321	chr11	48219930	48351002	False	False	False	False	False	False
1322	chr11	48523200	48654272	False	False	False	False	False	False
1323	chr11	48826470	48957542	False	False	False	False	False	False
1324	chr11	49129740	49260812	False	False	False	False	True	False
1325	chr11	49433010	49564082	False	False	False	False	True	False
1326	chr11	49736280	49867352	False	False	False	False	False	False
1327	chr11	50039550	50170622	False	False	False	False	False	False
1328	chr11	50342820	50473892	False	False	False	False	False	False
1329	chr11	50646090	50777162	False	False	False	False	False	False
1330	chr11	54588600	54719672	False	False	False	False	False	False
1331	chr11	54891870	55022942	False	False	False	False	False	False
1332	chr11	55195140	55326212	False	False	False	False	False	False
1333	chr11	55498410	55629482	False	False	False	False	False	False
1334	chr11	55801680	55932752	False	False	False	True	False	False
1335	chr11	56104950	56236022	False	False	False	False	False	False
1336	chr11	56408220	56539292	False	False	False	False	False	False
1337	chr11	56711490	56842562	False	False	True	False	False	False
1338	chr11	57014760	57145832	True	True	False	True	True	False
1339	chr11	57318030	57449102	True	True	True	True	True	True
1340	chr11	57621300	57752372	True	True	True	True	True	True
1341	chr11	57924570	58055642	False	True	False	True	True	False
1342	chr11	58227840	58358912	False	True	True	False	False	False
1343	chr11	58531110	58662182	True	True	True	True	True	True
1344	chr11	58834380	58965452	True	True	True	False	True	True
1345	chr11	59137650	59268722	True	True	True	True	True	True
1346	chr11	59440920	59571992	True	True	True	True	True	True
1347	chr11	59744190	59875262	True	True	True	True	True	True
1348	chr11	60047460	60178532	True	False	True	True	True	True
1349	chr11	60350730	60481802	False	False	True	False	True	True
1350	chr11	60654000	60785072	False	True	True	True	True	True
1351	chr11	61260540	61391612	True	True	True	True	True	True
1352	chr11	61563810	61694882	True	True	True	True	True	True
1353	chr11	61867080	61998152	True	True	True	True	True	True
1354	chr11	62170350	62301422	False	True	True	False	True	False
1355	chr11	62473620	62604692	True	True	True	True	True	True
1356	chr11	62776890	62907962	True	True	True	True	True	True
1357	chr11	63080160	63211232	False	False	False	False	False	False
1358	chr11	63383430	63514502	False	True	False	True	True	False
1359	chr11	63686700	63817772	True	True	True	True	True	True
1360	chr11	63989970	64121042	True	True	True	True	True	True
1361	chr11	64293240	64424312	True	True	True	True	True	True
1362	chr11	64596510	64727582	True	True	True	True	True	True
1363	chr11	64899780	65030852	True	True	True	True	True	True
1364	chr11	65203050	65334122	True	True	True	True	True	True
1365	chr11	65506320	65637392	True	True	True	True	True	True
1366	chr11	65809590	65940662	True	True	True	True	True	True
1367	chr11	66112860	66243932	True	True	True	False	True	True
1368	chr11	66416130	66547202	True	True	True	True	True	True
1369	chr11	66719400	66850472	True	True	True	True	True	True
1370	chr11	67022670	67153742	True	True	True	True	True	True
1371	chr11	67325940	67457012	True	True	True	True	True	True
1372	chr11	67629210	67760282	True	True	True	True	True	True
1373	chr11	67932480	68063552	True	True	True	True	True	True
1374	chr11	68235750	68366822	True	True	True	True	True	True
1375	chr11	68539020	68670092	False	True	True	False	False	True
1376	chr11	68842290	68973362	True	True	True	False	True	True
1377	chr11	69145560	69276632	True	True	True	True	True	False
1378	chr11	69448830	69579902	True	True	True	True	True	True
1379	chr11	69752100	69883172	False	False	False	True	True	False
1380	chr11	70055370	70186442	True	True	True	True	True	False
1381	chr11	70661910	70792982	True	True	True	False	True	False
1382	chr11	70965180	71096252	False	False	True	False	True	False
1383	chr11	71268450	71399522	False	True	True	False	True	True
1384	chr11	71571720	71702792	False	True	True	False	True	False
1385	chr11	71874990	72006062	True	True	True	True	True	True
1386	chr11	72178260	72309332	True	True	True	True	True	True
1387	chr11	72481530	72612602	False	True	True	True	True	True
1388	chr11	72784800	72915872	True	True	True	True	True	True
1389	chr11	73088070	73219142	True	True	True	True	True	True
1390	chr11	73694610	73825682	True	True	True	True	True	True
1391	chr11	73997880	74128952	True	True	True	True	True	True
1392	chr11	74301150	74432222	True	True	True	True	True	True
1393	chr11	74604420	74735492	True	True	True	True	True	True
1394	chr11	74907690	75038762	True	True	True	True	True	True
1395	chr11	75210960	75342032	True	True	True	True	True	True
1396	chr11	75514230	75645302	True	True	True	True	True	True
1397	chr11	75817500	75948572	False	False	True	True	True	True
1398	chr11	76120770	76251842	True	True	True	True	True	True
1399	chr11	76424040	76555112	True	True	True	True	True	True
1400	chr11	76727310	76858382	True	True	True	True	True	True
1401	chr11	77030580	77161652	True	True	True	True	True	True
1402	chr11	77333850	77464922	True	False	True	True	True	True
1403	chr11	77637120	77768192	True	True	True	True	True	True
1404	chr11	77940390	78071462	True	True	True	True	True	True
1405	chr11	78243660	78374732	True	True	True	True	True	True
1406	chr11	78546930	78678002	True	True	True	True	True	True
1407	chr11	78850200	78981272	False	False	False	True	True	False
1408	chr11	79153470	79284542	False	False	False	True	True	False
1409	chr11	79456740	79587812	False	True	True	True	True	True
1410	chr11	79760010	79891082	False	False	False	False	False	False
1411	chr11	80063280	80194352	False	False	False	False	False	False
1412	chr11	80366550	80497622	False	False	True	False	False	False
1413	chr11	80669820	80800892	False	False	False	False	False	False
1414	chr11	80973090	81104162	False	True	False	False	False	False
1415	chr11	81276360	81407432	False	False	False	False	False	False
1416	chr11	81579630	81710702	False	False	False	True	False	False
1417	chr11	81882900	82013972	False	False	False	False	False	True
1418	chr11	82186170	82317242	False	False	False	False	False	False
1419	chr11	82489440	82620512	False	False	True	False	False	True
1420	chr11	82792710	82923782	True	True	True	True	True	True
1421	chr11	83095980	83227052	True	True	True	True	True	True
1422	chr11	83399250	83530322	False	True	False	True	True	False
1423	chr11	83702520	83833592	False	True	False	True	True	False
1424	chr11	84005790	84136862	False	False	False	True	False	False
1425	chr11	84309060	84440132	False	False	False	True	False	False
1426	chr11	84612330	84743402	False	True	False	True	False	False
1427	chr11	84915600	85046672	False	True	False	False	False	False
1428	chr11	85218870	85349942	False	False	True	False	False	True
1429	chr11	85522140	85653212	True	True	True	True	True	True
1430	chr11	85825410	85956482	True	True	True	True	True	True
1431	chr11	86128680	86259752	True	True	True	True	True	True
1432	chr11	86431950	86563022	True	True	True	True	True	True
1433	chr11	86735220	86866292	True	True	True	True	True	False
1434	chr11	87038490	87169562	True	True	False	True	True	True
1435	chr11	87341760	87472832	False	True	True	True	True	True
1436	chr11	87645030	87776102	False	False	False	True	False	False
1437	chr11	87948300	88079372	False	False	False	True	True	False
1438	chr11	88251570	88382642	True	True	True	True	True	True
1439	chr11	88554840	88685912	False	False	False	True	False	False
1440	chr11	88858110	88989182	False	True	False	False	False	False
1441	chr11	89161380	89292452	False	False	False	False	False	False
1442	chr11	89464650	89595722	False	False	False	True	False	False
1443	chr11	89767920	89898992	False	False	False	False	False	False
1444	chr11	90071190	90202262	False	True	True	False	True	False
1445	chr11	90374460	90505532	False	False	False	False	False	False
1446	chr11	90677730	90808802	False	False	True	False	False	False
1447	chr11	90981000	91112072	False	False	False	False	False	False
1448	chr11	91284270	91415342	False	False	True	False	True	False
1449	chr11	91587540	91718612	True	False	False	False	True	False
1450	chr11	91890810	92021882	True	False	False	False	True	False
1451	chr11	92194080	92325152	False	False	False	True	False	False
1452	chr11	92497350	92628422	False	False	False	True	False	False
1453	chr11	92800620	92931692	False	False	False	False	False	False
1454	chr11	93103890	93234962	False	True	True	True	True	True
1455	chr11	93710430	93841502	True	True	True	False	True	True
1456	chr11	94013700	94144772	True	True	True	True	True	True
1457	chr11	94316970	94448042	False	False	True	True	False	False
1458	chr11	94620240	94751312	False	True	False	True	True	False
1459	chr11	94923510	95054582	True	True	True	True	True	True
1460	chr11	95226780	95357852	True	True	True	True	True	True
1461	chr11	95530050	95661122	True	False	True	True	True	True
1462	chr11	95833320	95964392	True	True	True	False	True	True
1463	chr11	96136590	96267662	True	True	True	True	True	True
1464	chr11	96439860	96570932	False	True	True	True	True	True
1465	chr11	96743130	96874202	True	False	False	False	False	False
1466	chr11	97046400	97177472	False	False	True	False	False	False
1467	chr11	97349670	97480742	False	False	False	False	False	False
1468	chr11	97652940	97784012	False	True	False	False	False	False
1469	chr11	97956210	98087282	True	False	False	False	False	False
1470	chr11	98259480	98390552	False	False	False	False	False	False
1471	chr11	98562750	98693822	False	False	False	False	False	False
1472	chr11	98866020	98997092	False	False	False	False	False	False
1473	chr11	99169290	99300362	False	False	False	False	True	False
1474	chr11	99472560	99603632	False	False	False	False	False	False
1475	chr11	99775830	99906902	False	False	False	False	False	False
1476	chr11	100079100	100210172	False	False	False	False	False	False
1477	chr11	100382370	100513442	False	False	False	False	True	False
1478	chr11	100685640	100816712	True	True	True	True	True	True
1479	chr11	100988910	101119982	False	False	False	False	False	True
1480	chr11	101292180	101423252	False	False	False	False	False	False
1481	chr11	101595450	101726522	False	False	False	False	False	False
1482	chr11	101898720	102029792	False	True	True	False	True	True
1483	chr11	102201990	102333062	True	True	True	False	True	True
1484	chr11	102505260	102636332	False	True	True	True	True	True
1485	chr11	102808530	102939602	False	False	True	True	True	True
1486	chr11	103111800	103242872	False	False	False	False	False	False
1487	chr11	103718340	103849412	False	False	False	False	False	False
1488	chr11	104021610	104152682	False	True	False	True	True	False
1489	chr11	104324880	104455952	False	False	False	False	False	True
1490	chr11	104628150	104759222	False	False	True	False	True	True
1491	chr11	104931420	105062492	False	True	True	True	True	True
1492	chr11	105234690	105365762	False	True	False	False	True	False
1493	chr11	105537960	105669032	False	True	False	False	False	False
1494	chr11	105841230	105972302	False	True	False	True	False	False
1495	chr11	106144500	106275572	False	False	False	False	False	False
1496	chr11	106447770	106578842	False	True	False	False	True	False
1497	chr11	106751040	106882112	False	False	False	False	False	False
1498	chr11	107054310	107185382	False	False	False	False	False	False
1499	chr11	107357580	107488652	True	True	True	True	True	True
1500	chr11	107660850	107791922	False	False	True	False	True	False
1501	chr11	107964120	108095192	True	True	True	True	True	True
1502	chr11	108267390	108398462	False	False	False	False	True	True
1503	chr11	108570660	108701732	True	True	True	True	True	True
1504	chr11	108873930	109005002	False	False	False	True	False	True
1505	chr11	109177200	109308272	False	False	False	False	False	False
1506	chr11	109480470	109611542	False	False	False	False	False	False
1507	chr11	109783740	109914812	True	False	True	True	True	False
1508	chr11	110087010	110218082	True	True	True	True	True	True
1509	chr11	110390280	110521352	True	True	True	False	True	True
1510	chr11	110693550	110824622	False	True	True	True	True	True
1511	chr11	110996820	111127892	False	True	False	False	False	True
1512	chr11	111300090	111431162	False	True	True	True	True	True
1513	chr11	111603360	111734432	True	True	True	True	True	False
1514	chr11	111906630	112037702	True	True	True	True	True	True
1515	chr11	112209900	112340972	True	True	True	True	True	True
1516	chr11	112513170	112644242	False	True	True	False	True	False
1517	chr11	112816440	112947512	False	False	False	False	False	False
1518	chr11	113119710	113250782	False	True	False	False	True	False
1519	chr11	113422980	113554052	False	False	False	False	True	False
1520	chr11	113726250	113857322	True	True	True	True	True	True
1521	chr11	114029520	114160592	True	True	False	True	True	True
1522	chr11	114332790	114463862	True	True	True	True	True	True
1523	chr11	114636060	114767132	False	False	False	True	True	False
1524	chr11	114939330	115070402	False	False	False	False	False	False
1525	chr11	115242600	115373672	False	True	False	True	True	True
1526	chr11	115545870	115676942	False	True	True	False	True	False
1527	chr11	115849140	115980212	False	True	True	False	True	False
1528	chr11	116152410	116283482	True	True	True	True	True	False
1529	chr11	116455680	116586752	False	True	False	False	False	False
